item_no,series,product_name,material,size,packing,gross_weight,cbm,pdf_page,image,confidence
030628,Wrench Series,C Type Double Ring Spanner,Cr-V,,,18,0.031,21,images/p021_c2_5.png,high
031301,Wrench Series,WISEUE,,,20/5,20.5,0.04,21,images/p021_c1_2.png,high
031302,Wrench Series,WISCUP,,,20/5,22.5,0.04,21,images/p021_c2_4.png,high
031501,Wrench Series,UISEUP,,"1/2"" 0-300N",20/1,18,0.029,21,images/p021_c0_0.png,high
180125,Wrench Series,Adjust Angle Wrench,Cr-V,,,120,0.051,21,images/p021_c0_1.png,high
031952,Wrench Set Series,WSEUp,,,,14.4,0.0318,22,images/p022_c1_2.png,high
031954,Wrench Set Series,9pcs L Type Wrench With Hole,Cr-V,,8/2,15.8,0.042,22,images/p022_c2_4.png,high
070204,Wrench Set Series,unseup,,"1/2""",12/6,24.5,0.029,22,images/p022_c0_1.png,high
070205,Wrench Set Series,6PCS,Cr-V,"1/2""",16/4,25.2,0.054,22,images/p022_c1_3.png,high
070206,Wrench Set Series,UISEUP,Cr-V,"1/2""",,25.1,0.027,22,images/p022_c0_0.png,high
090503,Wrench Set Series,40pcs Screwdriver Bit Set,Cr-V,,12/1,20.2,0.025,22,images/p022_c2_5.png,high
070201,Wrench Set Series,2-EXTENSION BAR 5′-10*,,"1/2""",5/1,24.5,0.031,23,images/p023_c0_1.png,high
070215,Wrench Set Series,Round Head Ratchet,,"3/4"" 15PCS",,12.2,0.04,23,images/p023_c1_2.png,high
070221,Wrench Set Series,Round Head Ratchet,,"3/4"" 21PCS",,16.1,0.04,23,images/p023_c0_0.png,high
070226,Wrench Set Series,SHORTBENDING RODFORCELEVERPEAR HEAD RATCHET,,"3/4""26PCS",,17.7,0.024,23,images/p023_c2_4.png,high
070235,Wrench Set Series,PNEUMATIC LONG SLEEVE,,"1/2""35PCS",3/1,24,0.03,23,images/p023_c1_3.png,high
101701,Wrench Set Series,9pcs Ratchet Die Stocks,Cr-V,,2/1,12.5,0.023,23,images/p023_c2_5.png,high
000000,Tool Set Series,76PCS,,,,,,24,images/p024_c1_2.png,low
070207,Tool Set Series,SL6.6.5.8.PZ3.4.PH3.4,,,,,,24,images/p024_c1_3.png,low
070208,Tool Set Series,INDUSTRIAL,1PC 3J8°Universal Joint1PC 3/872T Ful Polished&Flexible Desigh,,2/1,,,24,images/p024_c0_1.png,low
070232,Tool Set Series,INDUSTRIAL,,,6/1,24.8,0.038,24,images/p024_c0_0.png,high
070276,Tool Set Series,1PC 7°Combinaticn piers  1PC 10′D4 type groove joint pliers,,t0'0,3/1,23,,24,images/p024_c1_2.png,high
070294,Tool Set Series,HEX8.10.12.14,,,4/1,25,0.04,24,images/p024_c2_4.png,high
808600,Tool Set Series,INDUSTRIAL,,,,,,24,,low
032319,Hexagonal Series,Single T Hex Key,Cr-V,2.5MM,,12,0.0552,25,images/p025_c1_3.png,high
032320,Hexagonal Series,Single T Hex Key,Cr-V,3MM,,11.5,0.056,25,images/p025_c1_3.png,high
032321,Hexagonal Series,Single T Hex Key,Cr-V,4MM,,13.7,0.056,25,images/p025_c1_3.png,high
032322,Hexagonal Series,Single T Hex Key,Cr-V,5MM,,17,0.056,25,images/p025_c1_3.png,high
032323,Hexagonal Series,Single T Hex Key,Cr-V,6MM,,20.5,0.056,25,images/p025_c1_3.png,high
032324,Hexagonal Series,Single T Hex Key,Cr-V,8MM,,22,0.063,25,images/p025_c1_3.png,high
032325,Hexagonal Series,Single T Hex Key,Cr-V,10MM,,31,0.063,25,images/p025_c1_3.png,high
032331,Hexagonal Series,7pcs THexKeySet,Cr-V,,36/6,18.4,0.097,25,images/p025_c2_5.png,high
032332,Hexagonal Series,8pcs HexKey Set,Cr-V,,60/12,13,0.042,25,images/p025_c0_0.png,high
032333,Hexagonal Series,T9T10T15T20,,,60/12,12.5,0.042,25,images/p025_c1_2.png,high
032334,Hexagonal Series,8pcs Folding Hex Key Set,Cr-V,,120/15,13,0.042,25,images/p025_c2_4.png,high
032335,Hexagonal Series,8pcs Folding Torx Key Set,Cr-V,,,13,0.042,25,images/p025_c0_1.png,high
032301,Hexagonal Series,wscup,,,72/12,20.5,0.047,26,images/p026_c0_0.png,high
032302,Hexagonal Series,SHORT,,,,23.5,0.051,26,images/p026_c0_0.png,high
032303,Hexagonal Series,MEDIUM,,,60/12,28.5,0.059,26,images/p026_c0_0.png,high
032304,Hexagonal Series,9pcs Torx Key Set,CR-V,,72/12,21.5,0.047,26,images/p026_c1_2.png,high
032305,Hexagonal Series,SHORT,,,,21.5,0.052,26,images/p026_c1_2.png,high
032306,Hexagonal Series,MEDIUM,,,60/12,27,0.059,26,images/p026_c1_2.png,high
032307,Hexagonal Series,CR.V,,,72/12,20.5,0.047,26,images/p026_c2_4.png,high
032308,Hexagonal Series,SHORT,,,,23.5,0.051,26,images/p026_c2_4.png,high
032309,Hexagonal Series,MEDIUM,,,60/12,28.5,0.059,26,images/p026_c2_4.png,high
032327,Hexagonal Series,FLAT,,,60/12,25,0.03,26,images/p026_c0_1.png,high
032328,Hexagonal Series,FLAT MEDIUM,,,60/12,29,0.03,26,images/p026_c0_1.png,high
032329,Hexagonal Series,STAR,,,60/12,23,0.03,26,images/p026_c1_3.png,high
032330,Hexagonal Series,STAR MEDIUM,,,60/12,28,0.03,26,images/p026_c1_3.png,high
080101,Measurement Series,Industrial,,3M*16MM,,13.5,0.019,27,images/p027_c0_0.png,high
080102,Measurement Series,Industrial,,5M*19MM,,23.5,0.026,27,images/p027_c0_0.png,high
080103,Measurement Series,Industrial,,5M*25MM,72/12,17.7,0.022,27,images/p027_c0_0.png,high
080104,Measurement Series,Industrial,,7.5M*25MM,72/12,26.5,0.028,27,images/p027_c0_0.png,high
080105,Measurement Series,Industrial,,10M*25MM,48/12,22.8,0.023,27,images/p027_c0_0.png,high
080106,Measurement Series,Industrial,,3M*16MM,120/12,16,0.028,27,images/p027_c1_2.png,high
080107,Measurement Series,Industrial,,5M*19MM,120/12,27,0.04,27,images/p027_c1_2.png,high
080108,Measurement Series,Industrial,,5M*25MM,72/12,22,0.03,27,images/p027_c1_2.png,high
080109,Measurement Series,Industrial,,7.5M*25MM,72/12,29,0.0365,27,images/p027_c1_2.png,high
080110,Measurement Series,Industrial,,3M*16MM,,15,0.031,27,images/p027_c2_4.png,high
080111,Measurement Series,Industrial,,5M*19MM,,26,0.042,27,images/p027_c2_4.png,high
080112,Measurement Series,Industrial,,5M*25MM,72/12,19.4,0.024,27,images/p027_c2_4.png,high
080113,Measurement Series,Industrial,,7.5M*25MM,,29.5,0.035,27,images/p027_c2_4.png,high
080114,Measurement Series,75M品盒,,3M*16MM,,15,0.031,27,images/p027_c0_1.png,high
080115,Measurement Series,75M品盒,,"5M""19MM",,26,0.042,27,images/p027_c0_1.png,high
080116,Measurement Series,75M品盒,,5M*25MM,72/12,19.5,0.024,27,images/p027_c0_1.png,high
080117,Measurement Series,75M品盒,,7.5M*25MM,72/12,29.5,0.035,27,images/p027_c0_1.png,high
080301,Measurement Series,Industrial,,,,17,0.069,27,images/p027_c1_3.png,high
080302,Measurement Series,Industrial,,,20/1,23,0.069,27,images/p027_c1_3.png,high
080303,Measurement Series,Industrial,,,12/1,22,0.033,27,images/p027_c1_3.png,high
080304,Measurement Series,Industrial,,,,12.5,0.069,27,images/p027_c2_5.png,high
080305,Measurement Series,Industrial,,,20/1,18,0.069,27,images/p027_c2_5.png,high
080306,Measurement Series,Industrial,,,12/1,19,0.033,27,images/p027_c2_5.png,high
080201,Measurement Series,MRSCU,,,,24.3,0.069,28,images/p028_c0_0.png,high
080202,Measurement Series,MRSCU,,,,18,0.048,28,images/p028_c0_0.png,high
080203,Measurement Series,rWiseupm,,,,15,0.046,28,images/p028_c2_4.png,high
080204,Measurement Series,rWiseupm,,,40/1,20.5,0.063,28,images/p028_c2_4.png,high
080205,Measurement Series,rWiseupm,,,,16,0.044,28,images/p028_c2_4.png,high
080206,Measurement Series,Fibreglass Measuring Tape,,,40/1,19.6,0.068,28,images/p028_c1_2.png,high
080207,Measurement Series,Fibreglass Measuring Tape,,,20/1,27,0.051,28,images/p028_c1_2.png,high
081001,Measurement Series,PRODUCTPARAMETERS,,,,10,0.05,28,images/p028_c0_1.png,high
081002,Measurement Series,PRODUCTPARAMETERS,,,8/1,10,0.05,28,images/p028_c2_5.png,high
081005,Measurement Series,PRODUCTPARAMETERS,,,8/1,11,0.053,28,images/p028_c1_3.png,high
080801,Measurement Series,TECHNICALPARAMETERS,,"12.5""/318MM",6/1,12.5,0.147,29,images/p029_c0_1.png,high
080802,Measurement Series,UNIT OF MEASUREM,,"12.5""/318MM",6/1,11,0.134,29,images/p029_c1_3.png,high
080902,Measurement Series,0.05-70M,,,20/1,,0.041,29,images/p029_c2_4.png,high
080903,Measurement Series,0.05-70M,,,20/1,,0.041,29,images/p029_c2_4.png,high
081010,Measurement Series,1.5m Tripod,aluminum alloy,,12/1,16.1,0.108,29,images/p029_c1_2.png,high
081016,Measurement Series,PRODUCTPARAMETERS,,,5/1,10,0.051,29,images/p029_c0_0.png,high
081203,Measurement Series,uIseup,,,40/1,20.5,0.09,29,images/p029_c2_5.png,high
081101,Measurement Series,Industrial,,,12/1,19,0.12,30,images/p030_c0_1.png,high
081102,Measurement Series,10KGS,,,8/1,17,0.14,30,images/p030_c0_1.png,high
081103,Measurement Series,Industrial,,,,11,0.047,30,images/p030_c1_3.png,high
081201,Measurement Series,PLEASE ACTIVATE THE BATTERY WITHIN 6 IMONTHS AFTER THE PRODUCTION DATE.,,,6/1,,0.093,30,images/p030_c0_0.png,high
081202,Measurement Series,PLEASE ACTIVATE THE BATTERY WITHIN 6 MONTHS AFTER THE PRODUCTION DATE.,,,4/1,14.7,0.1,30,images/p030_c1_2.png,high
081204,Measurement Series,Electronic Clasp Scale,,,,18,0.082,30,images/p030_c2_4.png,high
081206,Measurement Series,MISELE,,,,14,0.042,30,images/p030_c2_5.png,high
080405,Measurement Series,Industrial,,300MM,,60,0.029,31,images/p031_c0_1.png,high
080406,Measurement Series,Industrial,,450MM,,60,0.045,31,images/p031_c0_1.png,high
080407,Measurement Series,Industrial,,600MM,,60,0.066,31,images/p031_c0_1.png,high
080408,Measurement Series,Industrial,,900MM,,30,0.05,31,images/p031_c0_1.png,high
080409,Measurement Series,Industrial,,300MM,,40,0.018,31,images/p031_c2_5.png,high
080410,Measurement Series,Industrial,,400MM,,40,0.023,31,images/p031_c2_5.png,high
080411,Measurement Series,Industrial,,500MM,,40,0.028,31,images/p031_c2_5.png,high
080412,Measurement Series,Industrial,,600MM,,40,0.034,31,images/p031_c2_5.png,high
080422,Measurement Series,Industrial,,"9""230MM",,19.5,0.043,31,images/p031_c2_4.png,high
080423,Measurement Series,Industrial,,,,50,0.021,31,images/p031_c1_3.png,high
080424,Measurement Series,30CM,,,,50,0.027,31,images/p031_c1_3.png,high
080425,Measurement Series,40CM,,,,50,0.034,31,images/p031_c1_3.png,high
080426,Measurement Series,50CM,,,,50,0.04,31,images/p031_c1_3.png,high
080427,Measurement Series,60CM,,,,50,0.028,31,images/p031_c1_3.png,high
080428,Measurement Series,80CM,,,,50,0.035,31,images/p031_c1_3.png,high
080429,Measurement Series,100CM,,,,50,0.042,31,images/p031_c1_3.png,high
081303,Measurement Series,YEAR,,,,13.5,0.087,31,images/p031_c1_2.png,high
081315,Measurement Series,YEAR,,,,9.2,0.038,31,images/p031_c0_0.png,high
081330,Measurement Series,150KGS,,,,13.5,0.066,31,images/p031_c0_0.png,high
080402,Measurement Series,Industrial,,400MM,,40,0.041,32,images/p032_c0_0.png,high
080403,Measurement Series,Industrial,,600MM,,40,0.058,32,images/p032_c0_0.png,high
080404,Measurement Series,Industrial,,900MM,,40,0.089,32,images/p032_c0_0.png,high
080413,Measurement Series,wseup,,"9""/225MM",,11.5,0.032,32,images/p032_c1_2.png,high
080501,Measurement Series,Combination Ruler,,300MM,,15,0.063,32,images/p032_c2_4.png,high
080502,Measurement Series,Stainless Angle Squre,Stainless Steel,200*300MM,,100,0.013,32,images/p032_c0_1.png,high
080503,Measurement Series,Stainless Angle Squre,Stainless Steel,400*600MM,,36,0.025,32,images/p032_c0_1.png,high
080504,Measurement Series,Black Angle Square,Steel,200*300MM,,100,0.01,32,images/p032_c1_3.png,high
080505,Measurement Series,Black Angle Square,Steel,400*600MM,,36,0.015,32,images/p032_c1_3.png,high
080510,Measurement Series,Combination Ruler,Aluminum Square,,60/10,11.3,0.028,32,images/p032_c2_5.png,high
080511,Measurement Series,25CM,,,60/10,11.8,0.032,32,images/p032_c2_5.png,high
080512,Measurement Series,30CM,,,60/10,12.5,0.049,32,images/p032_c2_5.png,high
080513,Measurement Series,40CM,,,60/10,12.9,0.05,32,images/p032_c2_5.png,high
080514,Measurement Series,INDUSTRIAL,,"8""/200MM",,120,0.042,33,images/p033_c0_0.png,high
080515,Measurement Series,INDUSTRIAL,,10/250MM,,60,0.042,33,images/p033_c0_0.png,high
080516,Measurement Series,INDUSTRIAL,,"12""/300MM",,60,0.042,33,images/p033_c0_0.png,high
080520,Measurement Series,INDUSTRIAL,,90*150MM,,100,0.053,33,images/p033_c1_2.png,high
080605,Measurement Series,INDUSTRIAL,,"7""/175MM",,100,0.053,33,images/p033_c0_1.png,high
080610,Measurement Series,WISEUR,,"40""/1000MM",,100,0.1,33,images/p033_c2_4.png,high
080615,Measurement Series,WISEUR,,"6""/150MM",,500,0.006,33,images/p033_c2_4.png,high
080630,Measurement Series,WISEUR,,12/300MM,,300,0.008,33,images/p033_c2_4.png,high
080650,Measurement Series,WISEUR,,"20""/500MM",,200,0.011,33,images/p033_c2_4.png,high
080701,Measurement Series,Industrial,HIGH QUALITY CARBON STEEL,150MM,,19,0.042,33,images/p033_c2_5.png,high
080702,Measurement Series,Vernier Caliper,HIGH QUALITY CARBON STEEL,"6""/150MM",50/10,19.8,0.042,33,images/p033_c1_3.png,high
050101,Hammer Series,,Steel,,48/6,19.5,0.029,34,images/p034_c0_0.png,low
050102,Hammer Series,,Steel,,36/6,20,0.027,34,images/p034_c0_0.png,low
050103,Hammer Series,120Z,,,24/6,17.5,0.027,34,images/p034_c0_0.png,high
050104,Hammer Series,16OZ,,,,20,0.026,34,images/p034_c0_0.png,high
050106,Hammer Series,WISCLP,,25MM,36/6,25,0.03,34,images/p034_c1_2.png,high
050107,Hammer Series,WISCLP,,27MM,24/6,18,0.027,34,images/p034_c1_2.png,high
050108,Hammer Series,WISCLP,,29MM,,20,0.024,34,images/p034_c1_2.png,high
050109,Hammer Series,200Z,Steel,,,27,0.027,34,images/p034_c0_1.png,high
050110,Hammer Series,200Z,Steel,,18/6,21,0.012,34,images/p034_c0_1.png,high
050111,Hammer Series,200Z,Steel,,12/6,26,0.021,34,images/p034_c0_1.png,high
050112,Hammer Series,200Z,Steel,,4/1,22.5,0.024,34,images/p034_c0_1.png,high
050113,Hammer Series,10LB,,,2/1,20.5,0.017,34,images/p034_c0_1.png,high
050114,Hammer Series,UISEUP,,,,,0.02,34,images/p034_c1_3.png,high
050115,Hammer Series,UISEUP,,,,24,0.025,34,images/p034_c1_3.png,high
050116,Hammer Series,1.5LB,,,12/6,17,0.018,34,images/p034_c1_3.png,high
050119,Hammer Series,16OZ,Steel,,48/6,27,0.03,34,images/p034_c2_5.png,high
050121,Hammer Series,300G,,,,18,0.018,34,images/p034_c2_5.png,high
050123,Hammer Series,500G,,,18/6,20.5,0.024,34,images/p034_c2_5.png,high
050124,Hammer Series,800G,,,12/6,17,0.018,34,images/p034_c2_5.png,high
050125,Hammer Series,1000G,,,12/6,23.2,0.0197,34,images/p034_c2_5.png,high
050126,Hammer Series,1500G,,,12/6,28.4,0.0252,34,images/p034_c2_5.png,high
050133,Hammer Series,WISCUP,,,48/6,18.5,0.028,34,images/p034_c2_4.png,high
050134,Hammer Series,WISCUP,,,24/6,16,0.024,34,images/p034_c2_4.png,high
050127,Hammer Series,,Steel,,,13.3,0.019,35,images/p035_c1_2.png,low
050128,Hammer Series,,Rubber,,36/6,14.5,0.035,35,images/p035_c2_4.png,low
050130,Hammer Series,,Rubber,,24/6,15,0.034,35,images/p035_c2_4.png,low
050131,Hammer Series,160Z,,,24/6,21.5,0.05,35,images/p035_c2_4.png,high
050135,Hammer Series,wseup,,,12/6,16,0.014,35,images/p035_c0_1.png,high
050136,Hammer Series,1000G,,,12/6,21.5,0.015,35,images/p035_c0_1.png,high
050137,Hammer Series,1500G,,,12/6,28,0.018,35,images/p035_c0_1.png,high
050140,Hammer Series,,Steel,,,21,0.026,35,images/p035_c0_0.png,low
050301,Hammer Series,700G,Steel,,24/6,23,0.028,35,images/p035_c1_3.png,high
050302,Hammer Series,240Z,Steel,,24/6,25,0.03,35,images/p035_c2_5.png,high
050100,Saw Series,,Steel,,48/6,12,0.01,36,images/p036_c0_0.png,low
101001,Saw Series,Industrial,,"12""/300MM",36/6,21.4,0.089,36,images/p036_c1_2.png,high
101002,Saw Series,Industrial,,"12""/300MM",,23,0.044,36,images/p036_c2_4.png,high
101003,Saw Series,Industrial,,"12""/300MM",48/6,20,0.068,36,images/p036_c0_1.png,high
101004,Saw Series,Industrial,,"12""/300MM",40/10,26,0.039,36,images/p036_c1_3.png,high
101005,Saw Series,Industrial,Aluminium Alloy,"12""/300MM",36/6,21,0.067,36,images/p036_c2_5.png,high
101007,Saw Series,Industrial,,12*/300MM,48/12,24.5,0.047,37,images/p037_c0_0.png,high
110205,Saw Series,USEUP,,"21""/525MM",12/1,8.2,0.037,37,images/p037_c1_2.png,high
110206,Saw Series,USEUP,,"24""/600MM",12/1,9.5,0.045,37,images/p037_c1_2.png,high
110207,Saw Series,USEUP,,"30""/750MM",12/1,10.8,0.055,37,images/p037_c1_2.png,high
110208,Saw Series,USEUP,,,12/1,12.4,0.065,37,images/p037_c1_2.png,high
110211,Saw Series,Hand Saw,Cr-V,"18""/450MM",48/12,22,0.075,37,images/p037_c1_3.png,high
110212,Saw Series,Hand Saw,Cr-V,"20""/500MM",48/12,23.5,0.082,37,images/p037_c1_3.png,high
110213,Saw Series,Hand Saw,Cr-V,"22""/550MM",48/12,25.5,0.089,37,images/p037_c1_3.png,high
110214,Saw Series,Hand Saw,Cr-V,24'/600MM,48/12,27.5,0.094,37,images/p037_c1_3.png,high
110215,Saw Series,Hand Saw,Cr-V,"14""/350MM",,18,0.042,37,images/p037_c2_5.png,high
110216,Saw Series,Hand Saw,Cr-V,"16""/400MM",,19.6,0.047,37,images/p037_c2_5.png,high
110217,Saw Series,Hand Saw,Cr-V,"18""/450MM",,21,0.05,37,images/p037_c2_5.png,high
110218,Saw Series,Hand Saw,Cr-V,"20""/500MM",,23,0.055,37,images/p037_c2_5.png,high
110219,Saw Series,Hand Saw,Cr-V,"22""/550MM",48/12,24.5,0.059,37,images/p037_c2_5.png,high
110220,Saw Series,Hand Saw,Cr-V,"24""/600MM",,24.5,0.064,37,images/p037_c2_5.png,high
110601,Saw Series,Industrial,,"7""/180MM",,17.8,0.05,37,images/p037_c2_4.png,high
110602,Saw Series,Industrial,,"11""/280MM",36/6,11,0.02,37,images/p037_c0_1.png,high
110200,Saw Series,Pruning Saw,Cr-V,"17""/430MM",48/12,22,0.05,38,images/p038_c0_0.png,high
110201,Saw Series,Pruning Saw,Cr-V,"12""/300MM",,16.9,0.07,38,images/p038_c2_5.png,high
110202,Saw Series,INDUSTRIAL,,13/330MM,48/12,11,0.043,38,images/p038_c1_2.png,high
110223,Saw Series,USEUR,,12/300MM,48/12,,0.035,38,images/p038_c2_4.png,high
110224,Saw Series,INDUSTRIAL,,14'/350MM,48/12,,0.059,38,images/p038_c0_1.png,high
110234,Saw Series,INDUSTRIAL,,12°/300MM,,11,0.059,38,images/p038_c1_3.png,high
100901,Saw Series,"INDUSTRIAL QUALITY, BIMETAL 18TPI SAW BLADE","STAINLESS STEEL,ALLOY STEEL ETC","12""/300MM",,20.4,0.01,39,images/p039_c2_4.png,high
100906,Saw Series,T101BR,,4'/100MM,,17,0.014,39,images/p039_c1_2.png,high
100907,Saw Series,T101BR,,4'/100MM,400/100,15.2,0.014,39,images/p039_c1_2.png,high
100908,Saw Series,T101BR,,4'/100MM,400/100,17.1,0.015,39,images/p039_c1_2.png,high
100909,Saw Series,T101BR,,4'/100MM,,15.6,0.014,39,images/p039_c1_2.png,high
100910,Saw Series,T101BR,,4'/100MM,,14.3,0.014,39,images/p039_c1_2.png,high
100921,Saw Series,Bi-Metal,,"6""/150MM",,21,0.026,39,images/p039_c0_1.png,high
100922,Saw Series,Bimetal,,,,14,0.04,39,images/p039_c1_3.png,high
110221,Saw Series,"WEAR-RESISTING, TIGHT CONNECTION, THE HANDLE IS MADE",OF ABS ENGINEERING PLASTIC +TPR ADHESIVE,12'/300MM,,16,0.098,39,images/p039_c2_5.png,high
110222,Saw Series,wseup,,"6.5""/165MM",,10,0.051,39,images/p039_c0_0.png,high
090102,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,4'/100MM 6MM-,,11.5,0.023,40,images/p040_c1_3.png,high
090103,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,5°/125MM 6MM-,,12.8,0.025,40,images/p040_c1_3.png,high
090105,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,6°/150MM 6MM-,,13,0.025,40,images/p040_c1_3.png,high
090106,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,8'/200MM 6MM-,,14.5,0.028,40,images/p040_c1_3.png,high
090108,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,4'/100MM 6MM+,,11.5,0.023,40,images/p040_c1_2.png,high
090109,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,5'/125MM 6MM+,,12.8,0.025,40,images/p040_c1_2.png,high
090110,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,6°/150MM 6MM+,,13,0.025,40,images/p040_c1_2.png,high
090112,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,8°/200MM 6MM+,,14.5,0.028,40,images/p040_c1_2.png,high
090114,Screwdrivers Series,Screwdriver-,"HIGH-QUALITY CR-V STEEL, HIGH HARDNESS","4""/100MM 6MM-",,11.5,0.027,40,images/p040_c2_5.png,high
090115,Screwdrivers Series,Screwdriver-,"HIGH-QUALITY CR-V STEEL, HIGH HARDNESS","5""/125MM 6MM-",,12,0.027,40,images/p040_c2_5.png,high
090116,Screwdrivers Series,Screwdriver-,"HIGH-QUALITY CR-V STEEL, HIGH HARDNESS","6""/150MM 6MM",,13,0.029,40,images/p040_c2_5.png,high
090118,Screwdrivers Series,Screwdriver-,"HIGH-QUALITY CR-V STEEL, HIGH HARDNESS","8""/200MM 6MM-",,14.8,0.035,40,images/p040_c2_5.png,high
090120,Screwdrivers Series,Screwdriver+,"HIGH-QUALITY CR-V STEEL, HIGH HARDNESS",4°/100MM 6MM+,,11.5,0.027,40,images/p040_c2_4.png,high
090121,Screwdrivers Series,Screwdriver+,"HIGH-QUALITY CR-V STEEL, HIGH HARDNESS",5'/125MM 6MM+,,12,0.027,40,images/p040_c2_4.png,high
090122,Screwdrivers Series,Screwdriver+,"HIGH-QUALITY CR-V STEEL, HIGH HARDNESS",,,13,0.029,40,images/p040_c2_4.png,high
090124,Screwdrivers Series,+WW9 WWOS.9,,8°/200MM 6MM+,,14.8,0.035,40,images/p040_c2_4.png,high
090125,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,6*100MM-,,17.5,0.0223,40,images/p040_c0_1.png,high
090126,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,6*125MM,,18.5,0.0223,40,images/p040_c0_1.png,high
090127,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,6*150MM-,,19,0.024,40,images/p040_c0_1.png,high
090128,Screwdrivers Series,THE WORK PROCESS IS MORE CONVENIENT,,6*200MM-,,20.5,0.0286,40,images/p040_c0_1.png,high
090130,Screwdrivers Series,THEWORK PROCESS IS MORECONVENIENT,,PH2*100MM+,,17.5,0.0223,40,images/p040_c0_0.png,high
090131,Screwdrivers Series,THEWORK PROCESS IS MORECONVENIENT,,PH2*125MM+,,18.5,0.0223,40,images/p040_c0_0.png,high
090132,Screwdrivers Series,THEWORK PROCESS IS MORECONVENIENT,,PH2*150MM+,,19,0.0244,40,images/p040_c0_0.png,high
090133,Screwdrivers Series,THEWORK PROCESS IS MORECONVENIENT,,PH2*200MM+,,20.5,0.0286,40,images/p040_c0_0.png,high
090208,Screwdrivers Series,WISEUR,,160MM,96/12,13,0.0565,41,images/p041_c2_4.png,high
090209,Screwdrivers Series,+PH1/PH2,,,72/12,14,0.0237,41,images/p041_c1_3.png,high
090210,Screwdrivers Series,2pcs Screwdriver Set,Cr-V,,48/12,10,0.0237,41,images/p041_c0_0.png,high
090211,Screwdrivers Series,4pcs Screwdlriver Set,Cr-V,,48/12,15.5,0.044,41,images/p041_c1_2.png,high
090214,Screwdrivers Series,2pcs Screwdriver Set,Cr-V,,48/12,,0.0237,41,images/p041_c2_5.png,high
090220,Screwdrivers Series,PH1 PH2 PH3,,,,14.7,0.0468,41,images/p041_c0_1.png,high
090204,Screwdrivers Series,ERCS SCRIWEEMER SET,,,,13.5,0.062,43,images/p043_c1_3.png,high
090205,Screwdrivers Series,unSEup,,,,13,0.052,43,images/p043_c2_5.png,high
090213,Screwdrivers Series,6pcs Screwdriver Set,Cr-V,,24/6,16,0.066,43,images/p043_c2_4.png,high
090215,Screwdrivers Series,4pcs Screwdriver Set,Cr-V,,,14.5,0.044,43,images/p043_c0_0.png,high
090223,Screwdrivers Series,8pcs Screwdriver Set,Cr-V,,,20.5,0.068,43,images/p043_c1_2.png,high
090224,Screwdrivers Series,10pcs Screwdriver Set,Cr-V,,,14.7,0.0468,43,images/p043_c0_1.png,high
090135,Screwdrivers Series,2In1Screwdriver,Cr-V,3°50MM,288/12,,0.016,44,images/p044_c0_0.png,high
090136,Screwdrivers Series,2In1Screwdriver,Cr-V,5*75MM,,11,0.018,44,images/p044_c0_0.png,high
090137,Screwdrivers Series,2In1Screwdriver,Cr-V,6*38MM,,16,0.023,44,images/p044_c0_0.png,high
090138,Screwdrivers Series,2In1Screwdriver,Cr-V,6*100MM,,16,0.021,44,images/p044_c0_0.png,high
090206,Screwdrivers Series,PZO/PZ1/PZ2/PZ3/T8/T10/T15/T20/T25/T27/T30VT4C/H1.5/H2/H2.5/H3/H4/H5/H6,,,,13,0.019,44,images/p044_c1_3.png,high
090212,Screwdrivers Series,*H3.DH4.0 H5.DH6.0,,,,17,0.03,44,images/p044_c2_5.png,high
090221,Screwdrivers Series,O PZO PZ1 PZ1 PZ2 PZ2 PZ3 PZ3,,,24/6,20.5,0.04,44,images/p044_c2_4.png,high
090222,Screwdrivers Series,9 In 1 Screwdriver Set,Cr-V,,,14.7,0.0468,44,images/p044_c1_2.png,high
090302,Screwdrivers Series,1pc 4./60 Css,,,,11,0.0265,44,images/p044_c0_1.png,high
040901,Screwdrivers Series,Test Pen,"STEELFOR.AWIDE RANGE ABS HAND LEVER,OOMFORTABLEGRIP",3X140MM,,15.6,0.056,45,images/p045_c0_1.png,high
040902,Screwdrivers Series,Test Pen,"STEEL,FOR AWIDE RANGE ABS HAND LEVER,OOMFORTABLEGRIP",4X180MM,,26.2,0.086,45,images/p045_c1_3.png,high
040903,Screwdrivers Series,"DIFFERENT REQUIREMENTS, DIFFERENT TEST SCHEMES CAN BE SELECTED",,,,17,0.074,45,images/p045_c2_4.png,high
090207,Screwdrivers Series,Electrician Screwdriver Set,TWO-COLOR INSULATED TPR+PP RUBBERIZED HANDLE,,36/12,18,0.05,45,images/p045_c2_5.png,high
